id,descripcion,grupo,cadena,item_id,ean,product_name,net_quantity,unidad,cantidad,paquetes,regla,identidad,nivel,presentacion_base,a_granel,marcas,r_max,n_cadenas,ventana_inicio,ventana_fin,estado
93,AJO MOLIDO,condimentos,plaza_vea,1253,7750333000057,Ajo Molido PIKI Doypack 350g,0.35,kg,0.093,0.265714,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,plaza_vea,1165,,Ajo Molido PIKI Doypack 120g,0.12,kg,0.093,0.775,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,plaza_vea,50021,,Ajo Molido PIKI Doypack 1Kg,1.0,kg,0.093,0.093,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,tottus,113714962,7750333000057,Ajo Molido Piki Bolsa 350 g,0.35,kg,0.093,0.265714,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,tottus,123542114,7750333345783,Ajo Molido Piki Doypack 120 g,0.12,kg,0.093,0.775,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,vivanda,9398,,Ajo PIKI Molido Doypack 350Gr,0.35,kg,0.093,0.265714,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,vivanda,7710,,Ajo Molido PIKI Doypack 120g,0.12,kg,0.093,0.775,ean_equivalente,ean_equivalente,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,wong,7521,7750333000057,Ajo Molido Piki 350g,0.35,kg,0.093,0.265714,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,wong,39169017,7750333345783,Ajo Molido Piki 120g,0.12,kg,0.093,0.775,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
93,AJO MOLIDO,condimentos,wong,39191579,7751833000141,Ajo Molido Piki 1kg,1.0,kg,0.093,0.093,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,plaza_vea,11929154,7754487002929,Sazonador AJINOMOTO Sobre 90g,0.09,kg,0.027,0.3,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,tottus,143360954,7754487002929,Sazonador Ajinomoto Sobre 90 g,0.09,kg,0.027,0.3,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,tottus,113711074,7754487000000,Sazonador Ajinomoto Envase 100 g,0.1,kg,0.027,0.27,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,tottus,113707149,7754487116374,Sazonador Ajinomoto Bolsa 250 g,0.25,kg,0.027,0.108,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,tottus,113711825,7754487117876,Sazonador Ajinomoto Bolsa 500 g,0.5,kg,0.027,0.054,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,vivanda,11823707,7754487002929,Sazonador AJINOMOTO Sobre 90g,0.09,kg,0.027,0.3,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,wong,7740,7754487002929,Sazonador Ajinomoto 90g,0.09,kg,0.027,0.3,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,wong,7741,,Sazonador Ajinomoto Sobre 250g,0.25,kg,0.027,0.108,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
94,AJI NO MOTO,condimentos,wong,7739,,Sazonador Ajinomoto Bolsa 500 g,0.5,kg,0.027,0.054,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
95,CANELA ENTERA,condimentos,metro,7528,7753121002752,Canela Entera Sibarita Sobre 10 g,0.01,kg,0.009,0.9,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
95,CANELA ENTERA,condimentos,plaza_vea,1507,,Canela Entera SIBARITA Sobre 10g,0.01,kg,0.009,0.9,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,5,2026-09-19,2026-09-22,provisional
95,CANELA ENTERA,condimentos,tottus,113711168,7753121002752,Canela Entera Sibarita Bolsa 10 g,0.01,kg,0.009,0.9,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
95,CANELA ENTERA,condimentos,vivanda,5009,,Canela Entera SIBARITA Sobre 10g,0.01,kg,0.009,0.9,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,5,2026-09-19,2026-09-22,provisional
95,CANELA ENTERA,condimentos,wong,7528,7753121002752,Canela Entera Sibarita Sobre 10 g,0.01,kg,0.009,0.9,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
99,SAL DE COCINA YODADA / ENTERA,condimentos,metro,39168754,7803600002305,Sal de Mesa Cuisine & Co 1kg,1.0,kg,0.24,0.24,ean,ean,ampliado_1,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
99,SAL DE COCINA YODADA / ENTERA,condimentos,plaza_vea,10790766,,Sal de Cocina BELL'S Bolsa 1Kg,1.0,kg,0.24,0.24,por_kilo,por_kilo,ampliado_1,True,False,marca_distinta,1.2108,5,2026-09-19,2026-09-22,provisional
99,SAL DE COCINA YODADA / ENTERA,condimentos,tottus,117116773,,Sal de Mesa Tottus Bolsa 1 Kg,1.0,kg,0.24,0.24,por_kilo,por_kilo,ampliado_1,True,False,marca_distinta,1.2108,5,2026-09-19,2026-09-22,provisional
99,SAL DE COCINA YODADA / ENTERA,condimentos,vivanda,10340948,,Sal de Cocina BELL'S Bolsa 1Kg,1.0,kg,0.24,0.24,por_kilo,por_kilo,ampliado_1,True,False,marca_distinta,1.2108,5,2026-09-19,2026-09-22,provisional
99,SAL DE COCINA YODADA / ENTERA,condimentos,wong,39168754,,Sal de Mesa Cuisine & Co 1kg,1.0,kg,0.24,0.24,ean_equivalente,ean_equivalente,ampliado_1,True,False,sin_ean_fabricante,1.2108,5,2026-09-19,2026-09-22,provisional
100,COLORANTE Y SABORIZANTE SIBARITA,condimentos,metro,7746,7753121000352,Sazonador Sibarita Frasco 80 g,0.08,kg,0.027,0.3375,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
100,COLORANTE Y SABORIZANTE SIBARITA,condimentos,plaza_vea,1071,7753121000352,Salsa SIBARITA Sazonador Frasco 80g,0.08,kg,0.027,0.3375,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
100,COLORANTE Y SABORIZANTE SIBARITA,condimentos,vivanda,1629,7753121000352,Salsa SIBARITA Sazonador Frasco 80g,0.08,kg,0.027,0.3375,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
100,COLORANTE Y SABORIZANTE SIBARITA,condimentos,wong,7746,7753121000352,Sazonador Sibarita Frasco 80 g,0.08,kg,0.027,0.3375,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,metro,10814,7750182001236,Gaseosa Coca Cola Botella 1L,1.0,l,1.299,1.299,ean,ean,nucleo,True,False,,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,metro,339,7750182102766,Gaseosa Coca Cola Botella 1.5L,1.5,l,1.299,0.866,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,metro,11669,7750182000796,Gaseosa Coca Cola Botella 2.25 Lt,2.25,l,1.299,0.577333,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,metro,271,7750182003445,Gaseosa Coca Cola Botella 1.5 Lt Pack de 2 unid,3.0,l,1.299,0.433,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,plaza_vea,15132,7750182001236,Gaseosa COCA COLA Sabor Original Botella 1L,1.0,l,1.299,1.299,ean,ean,nucleo,True,False,,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,plaza_vea,11496058,7801610001196,Gaseosa COCA COLA Sabor Original Lata 350ml,0.35,l,1.299,3.711429,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,plaza_vea,10033907,7750182006095,Gaseosa COCA COLA Sabor Original Botella 600ml,0.6,l,1.299,2.165,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,plaza_vea,5090,7750182155663,Gaseosa COCA COLA Sabor Original Botella 1.5L,1.5,l,1.299,0.866,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,plaza_vea,5295,7750182001250,Gaseosa COCA COLA Sabor Original Botella 3L,3.0,l,1.299,0.433,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,tottus,113366299,7750182001236,Gaseosa Coca Cola Botella 1 L,1.0,l,1.299,1.299,ean,ean,nucleo,True,False,,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,tottus,116222039,7750182155663,Gaseosa Coca Cola Botella 1.5 L,1.5,l,1.299,0.866,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,tottus,113369457,7750182001250,Gaseosa Coca Cola Botella 3 L,3.0,l,1.299,0.433,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,vivanda,10891,7750182001236,Gaseosa COCA COLA Sabor Original Botella 1L,1.0,l,1.299,1.299,ean,ean,nucleo,True,False,,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,vivanda,11431837,7801610001196,Gaseosa COCA COLA Sabor Original Lata 350ml,0.35,l,1.299,3.711429,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,vivanda,10334098,7750182006095,Gaseosa COCA COLA Sabor Original Botella 600ml,0.6,l,1.299,2.165,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,vivanda,8335,7750182155663,Gaseosa COCA COLA Sabor Original Botella 1.5L,1.5,l,1.299,0.866,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,vivanda,7334,7750182001250,Gaseosa COCA COLA Sabor Original Botella 3L,3.0,l,1.299,0.433,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,vivanda,11352937,7750182007450,Pack Gaseosa COCA COLA Sabor Original Botella 2.5L Paquete 2un,5.0,l,1.299,0.2598,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,wong,10814,7750182001236,Gaseosa Coca Cola Botella 1L,1.0,l,1.299,1.299,ean,ean,nucleo,True,False,,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,wong,339,7750298002165,Gaseosa Coca Cola Botella 1.5L,1.5,l,1.299,0.866,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,wong,11669,7750182000796,Gaseosa Coca Cola Botella 2.25 Lt,2.25,l,1.299,0.577333,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
101,BEBIDAS GASEOSAS,bebidas,wong,271,7750182003445,Gaseosa Coca Cola Botella 1.5 Lt Pack de 2 unid,3.0,l,1.299,0.433,ean,ean,nucleo,False,False,alternativa,1.196,5,2026-09-19,2026-09-22,provisional
